Dashboard_Title,District,Total_CHOs,Total_Blocks,Total_Coordinators,Coordinators_Per_Block,Total_Facilities,Analysis_Periods,Date_Range,Top_Performing_Coordinator,Critical_Intervention_Needed,Best_Performing_Block,Critical_Block,Overall_Activity_Rate_Current,Total_OPD_All_Periods,Performance_Gap_Largest,Dashboard_Features,Copyright
AMRIT CHO Performance Analytics Dashboard,"Darrang, Assam",101,4,8,2,100,4,"Beginning to Sep 4, 2025",MUNINDRA SALOI (79.4%),PRATAP RAJBONGSHI (17.9%),KHARUPETIA (75.0%),PATHARIGHAT (32.3%),48.5%,1556,79.4% - 17.9% = 61.5% (MUNINDRA SALOI vs PRATAP RAJBONGSHI),"Interactive maps, real-time filtering, coordinator comparisons, intervention alerts",DigiFacility Team-DPH_CoE
